timestamp,position_x,position_y,angle,speed,acceleration,steering_angle,distance_from_object (cm)
1304.586560283,0,0,0,0,0,0,-1
1304.686770163,9.204128158867384e-20,0.0015031481999994865,1.5707963267948966,0.015,0.1496858393604016,0.0,0
1304.787006823,2.7617303882812396e-19,0.004510248000001411,1.5707963267948966,0.03,0.14964584813570603,0.0,0
1304.887210607,5.522800863389815e-19,0.009019418280005312,1.5707963267948966,0.045,0.14969494565182315,0.0,0
1304.987394853,9.203510349057507e-19,0.015030473040006882,1.5707963267948966,0.06,0.14972413926233552,0.0,0
1305.087821939,1.3815549452210658e-18,0.022562504489995944,1.5707963267948966,0.075,0.14936209540145157,0.0,0
1305.188047163,1.9338871941657146e-18,0.03158277464999969,1.5707963267948966,0.09,0.14966292317783964,0.0,0
1305.290163249,2.5591678834726384e-18,0.04179438325000205,1.5707963267948966,0.1,0.09792776428972898,0.0,0
1305.390349018,3.172628790102857e-18,0.051812960150008386,1.5707963267948966,0.1,0.0,0.0,0
1305.490507695,3.785923806076381e-18,0.06182882784999378,1.5707963267948966,0.1,0.0,0.0,0
1305.590647094,4.399100778345828e-18,0.07184276774999375,1.5707963267948966,0.1,0.0,0.0,0
1305.690799675,5.012358467087046e-18,0.08185802585001398,1.5707963267948966,0.1,0.0,0.0,0
1305.790963978,5.625687932375487e-18,0.09187445615000683,1.5707963267948966,0.1,0.0,0.0,0
1305.891191531,6.239404692214399e-18,0.10189721145000362,1.5707963267948966,0.1,0.0,0.0,0
1305.991358492,6.852750433059321e-18,0.11191390755000498,1.5707963267948966,0.1,0.0,0.0,0
1306.09154301,7.466203679522677e-18,0.1219323593499928,1.5707963267948966,0.1,0.0,0.0,0
1306.191746313,8.079771950938437e-18,0.13195268965000992,1.5707963267948966,0.1,0.0,0.0,0
1306.291920419,8.69316144228981e-18,0.14197010025000395,1.5707963267948966,0.1,0.0,0.0,0
1306.392111666,9.30665589199476e-18,0.15198922494999237,1.5707963267948966,0.1,0.0,0.0,0
1306.492291711,9.920081749233908e-18,0.16200722945000393,1.5707963267948966,0.1,0.0,0.0,0
1306.592500828,1.0533685621131541e-17,0.1720281411500116,1.5707963267948966,0.1,0.0,0.0,0
1306.69270187,1.114724004791407e-17,0.18204824535000966,1.5707963267948966,0.1,0.0,0.0,0
1306.79288327,1.1760674202133857e-17,0.19206638534999795,1.5707963267948966,0.1,0.0,0.0,0
1306.893062222,1.2374093366678019e-17,0.2020842805500058,1.5707963267948966,0.1,0.0,0.0,0
1306.993258053,1.298761588528871e-17,0.21210386365001224,1.5707963267948966,0.1,0.0,0.0,0
1307.093413872,1.3600893401059374e-17,0.22211944554999602,1.5707963267948966,0.1,0.0,0.0,0
1307.193578575,1.4214225315641963e-17,0.23213591584999788,1.5707963267948966,0.1,0.0,0.0,0
1307.293785144,1.4827813585538693e-17,0.24215657274999441,1.5707963267948966,0.1,0.0,0.0,0
1307.393986867,1.5441372182244027e-17,0.2521767450499999,1.5707963267948966,0.1,0.0,0.0,0
1307.494194165,1.605496491597847e-17,0.26219747484999856,1.5707963267948966,0.1,0.0,0.0,0
1307.594389272,1.6668483001367294e-17,0.2722169855499976,1.5707963267948966,0.1,0.0,0.0,0
1307.694591516,1.7282044788277217e-17,0.2822372099499978,1.5707963267948966,0.1,0.0,0.0,0
1307.79482252,1.789578267939733e-17,0.2922603103500057,1.5707963267948966,0.1,0.0,0.0,0
1307.895031902,1.850938817395152e-17,0.302281248550006,1.5707963267948966,0.1,0.0,0.0,0
1307.995277859,1.91232176257889e-17,0.312305844250003,1.5707963267948966,0.1,0.0,0.0,0
1308.102423634,1.977929627776807e-17,0.32302042174999657,1.5707963267948966,0.1,0.0,0.0,0
1308.202696405,2.0393289918003e-17,0.33304769885001295,1.5707963267948966,0.1,0.0,0.0,0
1308.302865514,2.1006648811553283e-17,0.3430646097499937,1.5707963267948966,0.1,0.0,0.0,0
1308.40307422,2.1620250166801904e-17,0.35308548035000403,1.5707963267948966,0.1,0.0,0.0,0
1308.503332213,2.2234153317883928e-17,0.3631112796500054,1.5707963267948966,0.1,0.0,0.0,0
1308.603530863,2.2847693097891094e-17,0.37313114465000924,1.5707963267948966,0.1,0.0,0.0,0
1308.703699555,2.3461049438053352e-17,0.38314801384999897,1.5707963267948966,0.1,0.0,0.0,0
1308.803842875,2.4074250419524175e-17,0.39316234585001325,1.5707963267948966,0.1,0.0,0.0,0
1308.903987288,2.4687458093688587e-17,0.40317678715000854,1.5707963267948966,0.1,0.0,0.0,0
1309.004143633,2.530073883028108e-17,0.41319242165000447,1.5707963267948966,0.1,0.0,0.0,0
1309.104299613,2.591401733189313e-17,0.4232080196499999,1.5707963267948966,0.1,0.0,0.0,0
1309.204498401,2.6527557956906004e-17,0.4332278984499942,1.5707963267948966,0.1,0.0,0.0,0
1309.304681627,2.7141003292152557e-17,0.4432462210500069,1.5707963267948966,0.1,0.0,0.0,0
1309.404857819,2.7754405556570014e-17,0.45326384025000044,1.5707963267948966,0.1,0.0,0.0,0
1309.505024269,2.836774816844204e-17,0.4632804852499965,1.5707963267948966,0.1,0.0,0.0,0
1309.605173108,-0.00011659193755864214,0.47329469045313394,1.5824384559059572,0.1,0.0,-0.17453292519943295,0
1309.705318457,-0.0003497478227482418,0.48330651084688037,1.59408017931057,0.1,0.0,-0.17453292519943295,0
1309.805464796,-0.0006994447281523425,0.4933150374230291,1.605722017800967,0.1,0.0,-0.17453292519943295,0
1309.905620513,-0.0011656875162995525,0.5033197510191475,1.6173649464676199,0.1,0.0,-0.17453292519943295,0
