timestamp,position_x,position_y,angle,speed,acceleration,steering_angle
163.116347123,0,0,0,0,0,0
163.124611967,-1.0842840418391614e-05,0.0016529332371823947,1.5773559897350193,0.2,0.2,0.7853981633974483
163.132800352,-3.222806977533384e-05,0.003290470604176382,1.583854968496634,0.2,0.0,0.7853981633974483
163.141383738,-6.633813362807936e-05,0.005006808890337478,1.5906674526820568,0.2,0.0,0.7853981633974483
163.150070196,-0.00011283191520497744,0.006743478240474405,1.5975617433212463,0.2,0.0,0.7853981633974483
163.158152279,-0.00016645481849164866,0.008359005154209335,1.6039763520342671,0.2,0.0,0.7853981633974483
163.166354363,-0.00023154566635821225,0.009998130060752137,1.6104862034539225,0.2,0.0,0.7853981633974483
163.174296602,-0.00030457817491337156,0.011584898054508994,1.616789820416305,0.2,0.0,0.7853981633974483
163.182303529,-0.0003883699399993654,0.013184089768918132,1.6231447791192368,0.2,0.0,0.7853981633974483
163.190416446,-0.0004837026825012016,0.014803870173221793,1.6295838602417911,0.2,0.0,0.7853981633974483
163.198337904,-0.0005867271656950206,0.01638480844832687,1.6358709836859064,0.2,0.0,0.7853981633974483
163.206361081,-0.0007012688555445634,0.017985350534067704,1.64223883973123,0.2,0.0,0.7853981633974483
163.21441629,-0.0008265389912378501,0.0195915146210915,1.6486321190178341,0.2,0.0,0.7853981633974483
163.222698425,-0.0009661906617296609,0.021242044177706285,1.6552055055239356,0.2,0.0,0.7853981633974483
163.230896238,-0.0011150472812369618,0.022874835415481,1.6617119671251768,0.2,0.0,0.7853981633974483
163.238855821,-0.0012695903605378432,0.02445923274506052,1.6680293497186998,0.2,0.0,0.7853981633974483
163.24711655,-0.001440757918216209,0.026102487871830546,1.6745857466548943,0.2,0.0,0.7853981633974483
163.255328321,-0.0016215538527364947,0.02773486042377205,1.6811032864779858,0.2,0.0,0.7853981633974483
163.263315717,-0.0018074717954685458,0.029321483981206414,1.687442743765908,0.2,0.0,0.7853981633974483
163.271478113,-0.002007962957438674,0.03094160485089398,1.6939210955102073,0.2,0.0,0.7853981633974483
163.27975879,-0.0022221570622918386,0.03258383058098444,1.7004933248270553,0.2,0.0,0.7853981633974483
163.287796133,-0.002440220689451042,0.03417643962105171,1.7068724241802027,0.2,0.0,0.7853981633974483
163.295921967,-0.0026710648888960834,0.035785127932504025,1.7133217573009976,0.2,0.0,0.7853981633974483
163.304141081,-0.002915168537994776,0.03741072530156728,1.7198451251354734,0.2,0.0,0.7853981633974483
163.312494571,-0.0031742115054770427,0.039061218727242025,1.7264751448640554,0.2,0.0,0.7853981633974483
163.320552956,-0.0034342813470423883,0.040651774111325215,1.7328709448866277,0.2,0.0,0.7853981633974483
163.328905092,-0.00371475352212649,0.04229848671208844,1.7394998899689769,0.2,0.0,0.7853981633974483
163.33741004,-0.004011669729695238,0.04397336174772182,1.7462501192779958,0.2,0.0,0.7853981633974483
163.345260508,-0.004295364721007919,0.04551761271976512,1.7524808991937644,0.2,0.0,0.7853981633974483
163.353270508,-0.004594835777302786,0.04709137289414047,1.7588382968833634,0.2,0.0,0.7853981633974483
163.361530665,-0.004914292480464725,0.04871222302952858,1.7653942398331024,0.2,0.0,0.7853981633974483
163.369837071,-0.005246276304799966,0.050339995116110405,1.771986889809782,0.2,0.0,0.7853981633974483
163.378060821,-0.005585468345934977,0.05194938982273793,1.7785139371568055,0.2,0.0,0.7853981633974483
163.386472956,-0.005943413965497034,0.05359329844056775,1.7851905024019492,0.2,0.0,0.7853981633974483
163.394804258,-0.006308677967360838,0.05521903086921105,1.791802911900824,0.2,0.0,0.7853981633974483
163.403085248,-0.006682348817890584,0.056832524566338596,1.7983753896403405,0.2,0.0,0.7853981633974483
163.411102904,-0.007054070533191257,0.05839237560914451,1.8047388637639699,0.2,0.0,0.7853981633974483
163.419057019,-0.00743260825472738,0.05993750570422221,1.8110519065010284,0.2,0.0,0.7853981633974483
163.427197852,-0.007830241568490517,0.061516370557571136,1.8175131440672607,0.2,0.0,0.7853981633974483
163.435077436,-0.008224663943611432,0.06304213094194429,1.823767032845848,0.2,0.0,0.7853981633974483
163.442751915,-0.008617863999754073,0.06452580841117685,1.82985813335314,0.2,0.0,0.7853981633974483
163.450525613,-0.009025412291119582,0.06602618156943099,1.8360279822551029,0.2,0.0,0.7853981633974483
163.458276863,-0.009440979652645896,0.06751969381596325,1.8421800145698974,0.2,0.0,0.7853981633974483
163.466005769,-0.009864476472844257,0.06900633094772898,1.8483143128404766,0.2,0.0,0.7853981633974483
163.473799363,-0.01030078233878106,0.07050274048018833,1.854499952851628,0.2,0.0,0.7853981633974483
163.48164905,-0.0107496098195517,0.07200715310058486,1.8607301129012705,0.2,0.0,0.7853981633974483
163.489376446,-0.011200519577709766,0.07348539068217817,1.8668632127111309,0.2,0.0,0.7853981633974483
163.49727681,-0.011670989847457366,0.07499379638973155,1.8731335942143108,0.2,0.0,0.7853981633974483
163.505040925,-0.0121424724499068,0.07647331098071254,1.8792958372558581,0.2,0.0,0.7853981633974483
163.51291655,-0.012630098083111836,0.07797105595482011,1.8855465838450027,0.2,0.0,0.7853981633974483
163.520706863,-0.013121592573418338,0.07944956609394965,1.8917296197834907,0.2,0.0,0.7853981633974483
163.528539206,-0.013624969737935958,0.08093295252540963,1.8979460142020155,0.2,0.0,0.7853981633974483
163.536399727,-0.014139435768291101,0.0824184949580809,1.9041847730090504,0.2,0.0,0.7853981633974483
163.544098581,-0.014652201970116895,0.08387037819677037,1.9102952195298961,0.2,0.0,0.7853981633974483
