position,vitesse,temps
0.1200000000000001,90,140431719
0.3700000000000001,90,473932032
0.19999999999999973,90,813365990
0.33999999999999986,90,1148744635
0.3599999999999999,90,1483727969
0.43000000000000016,90,1815170469
0.5099999999999998,90,2144432135
0.71,90,2468951250
0.6499999999999999,90,2795186614
0.73,90,3119430416
0.7999999999999998,90,3440093072
0.8700000000000001,90,3758582447
0.94,90,4076406666
1.01,90,4392202134
1.17,90,4703565155
1.16,90,5015149217
1.23,90,5324732707
1.43,90,5629230727
1.3599999999999999,90,5936558644
1.43,90,6239761821
1.5,90,6541261873
1.57,90,6842848071
1.63,90,7143327081
1.7,90,7441536039
1.77,90,7737926820
1.84,90,8032330518
1.9,90,8334446612
1.97,90,8636122601
2.04,90,8923930257
2.1,90,9209224737
2.17,90,9492972132
2.23,90,9783066507
2.3,90,10060138382
2.36,90,10349490361
2.42,90,10625202549
2.48,90,10899173069
2.55,90,11168992757
