position,vitesse,temps
0.06999999999999984,100,141996823
0.3599999999999999,100,475423229
0.6200000000000001,100,802481719
0.31000000000000005,100,1138626302
0.3900000000000001,100,1471349114
0.69,100,1795364323
0.54,100,2125001979
0.6200000000000001,100,2452370833
0.79,100,2774717499
0.7799999999999998,100,3098484947
0.8599999999999999,100,3417333541
0.94,100,3734829947
1.1199999999999999,100,4048720520
1.2,100,4360302290
1.17,100,4672849946
1.3399999999999999,100,4980694998
1.32,100,5288951925
1.46,100,5592967550
1.49,100,5896267394
1.54,100,6197987550
1.63,100,6497469789
1.68,100,6796565258
1.78,100,7092775258
1.83,100,7387327654
1.91,100,7679604893
1.97,100,7968565466
2.04,100,8255724320
2.11,100,8542188174
2.19,100,8826532914
2.25,100,9108831663
2.32,100,9387792809
2.39,100,9666140049
2.45,100,9942719007
2.52,100,10217341976
